pid,hot_value,title,content,post_time,last_modified_time,poster_uid
4590,1041308164,,,2021-11-11 10:55:51,2021-11-11 10:55:51,5472
4591,915013205,,,2021-11-01 20:09:26,2021-11-01 20:09:26,1405
4592,399251426,,,2021-10-02 15:40:04,2021-10-02 15:40:04,8417
4593,805089118,,,2021-10-02 07:42:22,2021-10-02 07:42:22,7598
4594,1068468339,,,2021-11-13 23:20:39,2021-11-13 23:20:39,4874
4595,174660886,,,2021-11-01 09:41:01,2021-11-01 09:41:01,6655
4596,1557074833,,,2021-10-14 02:07:14,2021-10-14 02:07:14,8339
4597,218929708,,,2021-11-17 08:32:23,2021-11-17 08:32:23,6016
4598,1980710126,,,2021-09-18 01:04:03,2021-09-18 01:04:03,4755
4599,1756445079,,,2021-10-22 02:17:30,2021-10-22 02:17:30,9970
4600,1182829957,,,2021-10-23 08:47:21,2021-10-23 08:47:21,8748
4601,887818491,,,2021-09-24 23:05:20,2021-09-24 23:05:20,7188
4602,677596942,,,2021-11-30 10:35:13,2021-11-30 10:35:13,4520
4603,584959473,,,2021-11-19 08:44:48,2021-11-19 08:44:48,7592
4604,1497746265,,,2021-10-02 03:33:15,2021-10-02 03:33:15,7480
4605,443487957,,,2021-09-11 13:49:28,2021-09-11 13:49:28,9499
4606,1633859021,,,2021-10-28 09:42:51,2021-10-28 09:42:51,7644
4607,1279295559,,,2021-10-25 13:59:35,2021-10-25 13:59:35,5891
4608,1196125954,,,2021-10-04 15:41:05,2021-10-04 15:41:05,1114
4609,1579917329,,,2021-11-17 04:46:21,2021-11-17 04:46:21,5402
4610,889046541,,,2021-10-31 20:29:26,2021-10-31 20:29:26,3497
4611,345665130,,,2021-10-19 01:21:12,2021-10-19 01:21:12,2241
4612,954760423,,,2021-09-15 05:31:19,2021-09-15 05:31:19,9225
4613,1498106965,,,2021-11-28 13:58:26,2021-11-28 13:58:26,8611
4614,1030031660,,,2021-11-19 09:01:46,2021-11-19 09:01:46,1488
4615,1925365796,,,2021-12-08 06:41:09,2021-12-08 06:41:09,7792
4616,1349860215,,,2021-09-19 03:05:20,2021-09-19 03:05:20,9879
4617,226538927,,,2021-09-06 03:07:46,2021-09-06 03:07:46,8148
4618,1730363005,,,2021-09-08 06:22:32,2021-09-08 06:22:32,1444
4619,1239040977,,,2021-10-31 23:20:23,2021-10-31 23:20:23,5344
4620,394012016,,,2021-11-21 19:35:21,2021-11-21 19:35:21,7354
4621,1450405750,,,2021-09-15 14:16:30,2021-09-15 14:16:30,5628
4622,742096907,,,2021-11-24 20:30:23,2021-11-24 20:30:23,3110
4623,1382753411,,,2021-09-09 14:00:50,2021-09-09 14:00:50,312
4624,224276757,,,2021-09-17 04:41:29,2021-09-17 04:41:29,1472
4625,2096999866,,,2021-09-11 02:16:48,2021-09-11 02:16:48,4046
4626,986750942,,,2021-12-09 09:24:24,2021-12-09 09:24:24,2600
4627,1479280817,,,2021-10-24 20:30:03,2021-10-24 20:30:03,8704
4628,1996208842,,,2021-11-04 22:20:49,2021-11-04 22:20:49,1171
4629,1980786413,,,2021-10-05 03:32:53,2021-10-05 03:32:53,6601
4630,1753083615,,,2021-10-21 05:47:49,2021-10-21 05:47:49,9386
4631,1670095899,,,2021-11-21 12:11:52,2021-11-21 12:11:52,8841
4632,702830335,,,2021-10-05 13:40:44,2021-10-05 13:40:44,4668
4633,32458761,,,2021-10-02 19:56:31,2021-10-02 19:56:31,9009
4634,346499959,,,2021-11-25 10:52:52,2021-11-25 10:52:52,6987
4635,1495394359,,,2021-09-24 06:55:28,2021-09-24 06:55:28,2271
4636,1149073969,,,2021-11-03 20:24:58,2021-11-03 20:24:58,3263
4637,797145911,,,2021-10-06 18:19:58,2021-10-06 18:19:58,3074
4638,919699286,,,2021-11-16 19:56:26,2021-11-16 19:56:26,8290
4639,1551994398,,,2021-12-12 13:47:04,2021-12-12 13:47:04,3239
4640,1892904330,,,2021-09-09 19:28:02,2021-09-09 19:28:02,4267
4641,812168652,,,2021-09-15 07:48:38,2021-09-15 07:48:38,458
4642,1790481663,,,2021-10-17 02:56:10,2021-10-17 02:56:10,7870
4643,491474002,,,2021-09-04 02:50:25,2021-09-04 02:50:25,9529
4644,901587171,,,2021-12-10 13:25:44,2021-12-10 13:25:44,3131
4645,177652226,,,2021-10-24 15:50:15,2021-10-24 15:50:15,5125
4646,1837878440,,,2021-11-14 21:58:42,2021-11-14 21:58:42,4869
4647,1039646642,,,2021-11-19 07:33:05,2021-11-19 07:33:05,8999
4648,1494552966,,,2021-09-27 18:29:59,2021-09-27 18:29:59,8838
4649,23304162,,,2021-10-08 05:40:11,2021-10-08 05:40:11,2744
4650,1069654676,,,2021-09-08 00:01:40,2021-09-08 00:01:40,2642
4651,1039170263,,,2021-10-23 00:29:33,2021-10-23 00:29:33,3615
4652,216051463,,,2021-11-10 06:46:49,2021-11-10 06:46:49,9758
4653,754034630,,,2021-12-09 20:39:05,2021-12-09 20:39:05,1440
4654,1015453001,,,2021-10-06 21:58:30,2021-10-06 21:58:30,5535
4655,561383112,,,2021-09-20 17:12:47,2021-09-20 17:12:47,1385
4656,1315131911,,,2021-11-26 06:31:20,2021-11-26 06:31:20,3871
4657,1072499955,,,2021-09-09 10:18:48,2021-09-09 10:18:48,3375
4658,887659974,,,2021-09-08 16:53:30,2021-09-08 16:53:30,8190
4659,916712784,,,2021-11-24 18:56:57,2021-11-24 18:56:57,8058
4660,616587704,,,2021-09-22 17:44:32,2021-09-22 17:44:32,593
4661,1370268925,,,2021-09-13 12:52:13,2021-09-13 12:52:13,9452
4662,8815624,,,2021-09-21 10:01:36,2021-09-21 10:01:36,552
4663,1518460684,,,2021-11-15 22:36:56,2021-11-15 22:36:56,4020
4664,894630243,,,2021-10-12 06:06:02,2021-10-12 06:06:02,1870
4665,1725519251,,,2021-11-19 12:51:02,2021-11-19 12:51:02,520
4666,717769099,,,2021-10-28 00:42:03,2021-10-28 00:42:03,2692
4667,123013262,,,2021-10-02 03:25:43,2021-10-02 03:25:43,3872
4668,447739320,,,2021-12-02 23:47:46,2021-12-02 23:47:46,6527
4669,1784491537,,,2021-11-12 07:05:12,2021-11-12 07:05:12,2778
4670,1877953119,,,2021-11-12 16:17:31,2021-11-12 16:17:31,663
4671,2078854588,,,2021-11-08 12:33:19,2021-11-08 12:33:19,5308
4672,901137405,,,2021-09-23 06:37:21,2021-09-23 06:37:21,8419
4673,2032550323,,,2021-10-21 10:18:52,2021-10-21 10:18:52,8610
4674,911748486,,,2021-11-08 22:19:24,2021-11-08 22:19:24,7943
4675,806451239,,,2021-11-20 03:01:08,2021-11-20 03:01:08,2153
4676,139814529,,,2021-10-02 07:47:13,2021-10-02 07:47:13,6950
4677,971190276,,,2021-11-26 15:08:06,2021-11-26 15:08:06,8736
4678,413714812,,,2021-09-30 12:38:58,2021-09-30 12:38:58,7089
4679,666179262,,,2021-09-19 18:37:59,2021-09-19 18:37:59,855
4680,1672771292,,,2021-10-03 06:20:29,2021-10-03 06:20:29,2320
4681,651503304,,,2021-11-13 01:14:58,2021-11-13 01:14:58,5107
4682,1878698116,,,2021-09-22 02:38:08,2021-09-22 02:38:08,7897
4683,2022790438,,,2021-10-27 09:18:27,2021-10-27 09:18:27,7524
4684,1903007444,,,2021-09-09 21:33:55,2021-09-09 21:33:55,8901
4685,1594744301,,,2021-10-30 16:17:17,2021-10-30 16:17:17,5169
4686,202708052,,,2021-09-23 02:54:39,2021-09-23 02:54:39,3428
4687,980990099,,,2021-09-26 08:09:03,2021-09-26 08:09:03,5139
4688,381146204,,,2021-11-16 07:39:01,2021-11-16 07:39:01,9595
4689,1414052138,,,2021-12-09 03:30:25,2021-12-09 03:30:25,6785
4690,1359159888,,,2021-09-23 05:16:52,2021-09-23 05:16:52,8231
4691,180932984,,,2021-11-01 13:06:17,2021-11-01 13:06:17,141
4692,892636657,,,2021-12-07 13:26:28,2021-12-07 13:26:28,8095
4693,331449754,,,2021-10-25 18:06:09,2021-10-25 18:06:09,3551
4694,458178912,,,2021-12-02 20:42:59,2021-12-02 20:42:59,4635
4695,1058803709,,,2021-10-06 12:31:48,2021-10-06 12:31:48,5393
4696,547476971,,,2021-11-15 18:47:53,2021-11-15 18:47:53,488
4697,886469928,,,2021-10-16 22:14:54,2021-10-16 22:14:54,7210
4698,607085305,,,2021-09-30 05:52:08,2021-09-30 05:52:08,6506
4699,1776238894,,,2021-11-28 04:28:57,2021-11-28 04:28:57,7620
4700,2068312708,,,2021-09-28 08:11:59,2021-09-28 08:11:59,3705
4701,47759701,,,2021-09-30 21:12:35,2021-09-30 21:12:35,3177
4702,1700250750,,,2021-11-11 13:16:38,2021-11-11 13:16:38,9744
4703,1977472480,,,2021-09-10 01:19:33,2021-09-10 01:19:33,3058
4704,886013169,,,2021-11-30 23:35:52,2021-11-30 23:35:52,2232
4705,520914835,,,2021-11-19 18:22:32,2021-11-19 18:22:32,4782
4706,162404847,,,2021-11-10 14:38:00,2021-11-10 14:38:00,4528
4707,698201084,,,2021-09-30 10:57:40,2021-09-30 10:57:40,451
4708,1241668829,,,2021-10-05 06:05:31,2021-10-05 06:05:31,4611
4709,1260809749,,,2021-11-16 05:44:29,2021-11-16 05:44:29,7796
4710,569206807,,,2021-09-27 07:09:08,2021-09-27 07:09:08,4853
4711,1438592992,,,2021-10-19 02:26:32,2021-10-19 02:26:32,9313
4712,884376457,,,2021-09-24 08:26:07,2021-09-24 08:26:07,982
4713,1842268906,,,2021-12-05 03:53:44,2021-12-05 03:53:44,9841
4714,1490141688,,,2021-11-06 10:20:08,2021-11-06 10:20:08,718
4715,1419341351,,,2021-11-24 04:13:40,2021-11-24 04:13:40,7088
4716,899061211,,,2021-11-14 05:42:08,2021-11-14 05:42:08,1957
4717,1804152306,,,2021-12-02 13:45:02,2021-12-02 13:45:02,8128
4718,1399368390,,,2021-10-04 22:36:01,2021-10-04 22:36:01,8779
4719,1199795917,,,2021-10-04 06:05:50,2021-10-04 06:05:50,7239
4720,87505789,,,2021-10-26 18:12:33,2021-10-26 18:12:33,1623
4721,1622716272,,,2021-10-23 21:46:22,2021-10-23 21:46:22,9751
4722,1723519005,,,2021-09-22 22:24:13,2021-09-22 22:24:13,7422
4723,1433807556,,,2021-11-07 07:55:44,2021-11-07 07:55:44,8655
4724,24213682,,,2021-11-19 11:15:30,2021-11-19 11:15:30,2847
4725,1319979038,,,2021-11-26 14:13:16,2021-11-26 14:13:16,3904
4726,1289420344,,,2021-09-13 06:41:52,2021-09-13 06:41:52,511
4727,1170066209,,,2021-10-30 07:29:16,2021-10-30 07:29:16,280
4728,1663271263,,,2021-09-11 19:26:08,2021-09-11 19:26:08,8099
4729,925807116,,,2021-12-08 12:28:36,2021-12-08 12:28:36,5479
4730,401141985,,,2021-12-09 18:37:10,2021-12-09 18:37:10,5899
4731,797181540,,,2021-11-25 22:26:53,2021-11-25 22:26:53,5779
4732,1122597717,,,2021-11-22 22:47:53,2021-11-22 22:47:53,7667
4733,673441498,,,2021-10-01 16:41:36,2021-10-01 16:41:36,4690
4734,1974996004,,,2021-10-28 20:22:49,2021-10-28 20:22:49,7605
4735,2063664383,,,2021-10-26 22:14:43,2021-10-26 22:14:43,1545
4736,1527864616,,,2021-10-25 06:06:28,2021-10-25 06:06:28,3120
4737,787634346,,,2021-10-26 14:07:46,2021-10-26 14:07:46,3684
4738,1124142380,,,2021-09-17 07:35:54,2021-09-17 07:35:54,9731
4739,1237516484,,,2021-10-20 13:34:39,2021-10-20 13:34:39,2393
4740,816732642,,,2021-09-06 16:48:12,2021-09-06 16:48:12,2396
4741,534312207,,,2021-12-07 19:41:20,2021-12-07 19:41:20,3685
4742,638140812,,,2021-09-17 08:57:26,2021-09-17 08:57:26,7093
4743,1534357312,,,2021-10-30 09:59:17,2021-10-30 09:59:17,2549
4744,1109715962,,,2021-10-09 13:51:53,2021-10-09 13:51:53,9647
4745,300224866,,,2021-11-14 03:01:25,2021-11-14 03:01:25,344
4746,238760053,,,2021-12-03 16:10:40,2021-12-03 16:10:40,9225
4747,1469640684,,,2021-10-22 08:38:49,2021-10-22 08:38:49,3810
4748,1573704486,,,2021-11-30 15:56:39,2021-11-30 15:56:39,9213
4749,1084732692,,,2021-10-01 20:57:29,2021-10-01 20:57:29,5963
4750,457801209,,,2021-09-19 04:26:43,2021-09-19 04:26:43,6289
4751,1553627254,,,2021-10-07 19:02:36,2021-10-07 19:02:36,5207
4752,1030513539,,,2021-11-07 01:49:11,2021-11-07 01:49:11,7536
4753,1787015762,,,2021-10-18 08:36:34,2021-10-18 08:36:34,3834
4754,1263081503,,,2021-10-24 15:17:39,2021-10-24 15:17:39,3894
4755,113220313,,,2021-11-07 00:11:29,2021-11-07 00:11:29,3706
4756,1083031761,,,2021-10-03 18:40:59,2021-10-03 18:40:59,3399
4757,1443358346,,,2021-09-12 04:38:44,2021-09-12 04:38:44,8096
4758,853577659,,,2021-09-12 20:30:40,2021-09-12 20:30:40,3060
4759,296693105,,,2021-11-23 15:50:16,2021-11-23 15:50:16,2760
4760,380541038,,,2021-10-04 23:58:59,2021-10-04 23:58:59,3468
4761,1625182783,,,2021-10-04 19:36:49,2021-10-04 19:36:49,1795
4762,289545889,,,2021-09-12 23:52:47,2021-09-12 23:52:47,5298
4763,693843254,,,2021-10-06 21:59:33,2021-10-06 21:59:33,1434
4764,1863296627,,,2021-10-11 03:19:21,2021-10-11 03:19:21,7369
4765,760766854,,,2021-11-27 00:17:58,2021-11-27 00:17:58,8916
4766,47858203,,,2021-09-09 01:09:04,2021-09-09 01:09:04,4574
4767,995991607,,,2021-09-21 20:41:01,2021-09-21 20:41:01,3285
4768,109528152,,,2021-09-19 03:33:20,2021-09-19 03:33:20,6479
4769,121253861,,,2021-10-07 11:25:45,2021-10-07 11:25:45,1203
4770,1120376035,,,2021-11-06 02:06:12,2021-11-06 02:06:12,2179
4771,553927406,,,2021-09-17 00:25:23,2021-09-17 00:25:23,1420
4772,531910715,,,2021-09-11 09:09:13,2021-09-11 09:09:13,4409
4773,2117997891,,,2021-10-30 10:47:10,2021-10-30 10:47:10,8610
4774,849543713,,,2021-10-09 12:28:46,2021-10-09 12:28:46,50
4775,522908272,,,2021-09-24 17:00:36,2021-09-24 17:00:36,7143
4776,1859332680,,,2021-09-17 01:04:55,2021-09-17 01:04:55,8137
4777,570644598,,,2021-10-28 15:07:42,2021-10-28 15:07:42,8348
4778,2058785218,,,2021-09-12 14:58:43,2021-09-12 14:58:43,8688
4779,1903284747,,,2021-09-13 17:00:40,2021-09-13 17:00:40,9104
4780,1029559670,,,2021-09-06 23:50:39,2021-09-06 23:50:39,1675
4781,1698514604,,,2021-12-07 04:31:46,2021-12-07 04:31:46,8806
4782,720981843,,,2021-10-09 07:33:03,2021-10-09 07:33:03,8845
4783,1015454607,,,2021-10-16 03:43:27,2021-10-16 03:43:27,9206
4784,1429767292,,,2021-09-16 16:31:47,2021-09-16 16:31:47,7494
4785,232092791,,,2021-10-09 15:08:18,2021-10-09 15:08:18,6650
4786,93211328,,,2021-11-14 06:39:02,2021-11-14 06:39:02,5885
4787,749437671,,,2021-10-07 09:16:07,2021-10-07 09:16:07,9827
4788,274763027,,,2021-10-26 13:25:30,2021-10-26 13:25:30,5269
4789,1402837986,,,2021-12-04 22:01:55,2021-12-04 22:01:55,336
4790,1044940223,,,2021-11-14 12:39:16,2021-11-14 12:39:16,3872
4791,2073234401,,,2021-10-02 10:58:55,2021-10-02 10:58:55,8157
4792,132421591,,,2021-10-26 20:00:34,2021-10-26 20:00:34,4133
4793,1809173383,,,2021-09-30 01:33:36,2021-09-30 01:33:36,5173
4794,992355687,,,2021-11-24 04:00:34,2021-11-24 04:00:34,8014
4795,1762085051,,,2021-10-13 13:42:07,2021-10-13 13:42:07,722
4796,1611787827,,,2021-09-17 16:00:33,2021-09-17 16:00:33,2447
4797,793080608,,,2021-11-10 06:34:45,2021-11-10 06:34:45,4160
4798,200066847,,,2021-11-01 19:50:19,2021-11-01 19:50:19,8714
4799,2060831606,,,2021-11-25 06:36:13,2021-11-25 06:36:13,2805
4800,1606090805,,,2021-11-05 12:02:56,2021-11-05 12:02:56,441
4801,420943435,,,2021-09-24 11:04:27,2021-09-24 11:04:27,4177
4802,1660340284,,,2021-11-13 07:32:34,2021-11-13 07:32:34,513
4803,1259192122,,,2021-10-16 09:38:32,2021-10-16 09:38:32,177
4804,1208654173,,,2021-10-26 15:34:14,2021-10-26 15:34:14,600
4805,1607033826,,,2021-10-05 19:33:12,2021-10-05 19:33:12,5704
4806,1459459337,,,2021-09-21 06:34:05,2021-09-21 06:34:05,8212
4807,612557923,,,2021-11-17 18:39:56,2021-11-17 18:39:56,3832
4808,553702213,,,2021-09-21 07:06:20,2021-09-21 07:06:20,9738
4809,1934903486,,,2021-09-29 12:27:03,2021-09-29 12:27:03,9310
4810,607861710,,,2021-10-03 19:04:48,2021-10-03 19:04:48,3317
4811,1619583291,,,2021-09-27 14:01:20,2021-09-27 14:01:20,1197
4812,1112760443,,,2021-11-20 10:16:07,2021-11-20 10:16:07,962
4813,814653369,,,2021-10-12 09:32:05,2021-10-12 09:32:05,7385
4814,1482131633,,,2021-10-07 22:34:50,2021-10-07 22:34:50,6178
4815,1566407693,,,2021-10-12 23:55:14,2021-10-12 23:55:14,7443
4816,578528884,,,2021-11-02 07:13:14,2021-11-02 07:13:14,5191
4817,1834468441,,,2021-12-06 23:53:32,2021-12-06 23:53:32,2101
4818,1680466561,,,2021-09-27 12:16:42,2021-09-27 12:16:42,8434
4819,777872069,,,2021-09-06 21:54:55,2021-09-06 21:54:55,561
4820,845010831,,,2021-11-07 17:27:54,2021-11-07 17:27:54,9863
4821,988625323,,,2021-11-29 21:01:49,2021-11-29 21:01:49,5647
4822,1127632294,,,2021-12-01 16:59:40,2021-12-01 16:59:40,3725
4823,1530070375,,,2021-11-30 02:32:21,2021-11-30 02:32:21,8359
4824,825952634,,,2021-11-26 17:05:44,2021-11-26 17:05:44,3858
4825,1960650877,,,2021-12-09 10:18:15,2021-12-09 10:18:15,8947
4826,507943376,,,2021-09-22 08:17:28,2021-09-22 08:17:28,7912
4827,1270164218,,,2021-09-21 19:41:59,2021-09-21 19:41:59,8747
4828,1520615672,,,2021-12-03 12:57:04,2021-12-03 12:57:04,7661
4829,220585949,,,2021-10-06 14:48:49,2021-10-06 14:48:49,3944
4830,1095105315,,,2021-11-24 22:03:36,2021-11-24 22:03:36,8812
4831,1116706549,,,2021-11-02 01:23:58,2021-11-02 01:23:58,6700
4832,1042096773,,,2021-09-25 17:01:46,2021-09-25 17:01:46,1424
4833,295315417,,,2021-09-09 07:09:05,2021-09-09 07:09:05,1779
4834,1418482527,,,2021-10-16 04:15:41,2021-10-16 04:15:41,4163
4835,1613696018,,,2021-11-13 20:29:19,2021-11-13 20:29:19,3503
4836,2066112927,,,2021-12-02 19:03:29,2021-12-02 19:03:29,2380
4837,170178459,,,2021-12-04 16:50:02,2021-12-04 16:50:02,2541
4838,1759056237,,,2021-10-15 07:43:06,2021-10-15 07:43:06,9110
4839,731857924,,,2021-12-12 09:09:56,2021-12-12 09:09:56,5029
4840,1382589239,,,2021-10-25 15:14:47,2021-10-25 15:14:47,7850
4841,107451006,,,2021-12-01 11:56:43,2021-12-01 11:56:43,1389
4842,72153158,,,2021-10-23 11:00:34,2021-10-23 11:00:34,8045
4843,448383148,,,2021-10-10 03:02:55,2021-10-10 03:02:55,8785
4844,2143843908,,,2021-09-23 14:23:24,2021-09-23 14:23:24,6233
4845,813682543,,,2021-10-16 22:30:59,2021-10-16 22:30:59,2368
4846,1436338697,,,2021-09-16 09:08:56,2021-09-16 09:08:56,2199
4847,1749942693,,,2021-11-13 03:01:29,2021-11-13 03:01:29,7004
4848,249258574,,,2021-09-10 08:22:49,2021-09-10 08:22:49,9187
4849,1583539971,,,2021-09-20 05:15:27,2021-09-20 05:15:27,9684
4850,948668013,,,2021-09-27 06:23:57,2021-09-27 06:23:57,2363
4851,96098108,,,2021-09-20 05:24:06,2021-09-20 05:24:06,6428
4852,1070423639,,,2021-11-02 23:44:00,2021-11-02 23:44:00,9875
4853,1999715598,,,2021-09-21 09:17:20,2021-09-21 09:17:20,9398
4854,1546652921,,,2021-11-21 03:28:18,2021-11-21 03:28:18,2296
4855,1549262602,,,2021-11-16 06:12:12,2021-11-16 06:12:12,2109
4856,2125772653,,,2021-10-02 08:26:16,2021-10-02 08:26:16,4868
4857,182648509,,,2021-10-07 17:21:06,2021-10-07 17:21:06,7183
4858,1140500340,,,2021-11-03 16:36:37,2021-11-03 16:36:37,5481
4859,911195033,,,2021-09-15 08:17:31,2021-09-15 08:17:31,8864
4860,1599383364,,,2021-10-12 13:28:10,2021-10-12 13:28:10,1605
4861,1935413695,,,2021-10-17 01:56:57,2021-10-17 01:56:57,1811
4862,663910041,,,2021-10-13 22:20:32,2021-10-13 22:20:32,9374
4863,344889882,,,2021-10-02 13:27:29,2021-10-02 13:27:29,3255
4864,920627507,,,2021-10-20 06:14:09,2021-10-20 06:14:09,8404
4865,1550834043,,,2021-10-04 14:57:04,2021-10-04 14:57:04,1009
4866,1338773056,,,2021-10-17 08:22:04,2021-10-17 08:22:04,8645
4867,22167745,,,2021-12-04 13:22:23,2021-12-04 13:22:23,2966
4868,159634736,,,2021-09-22 22:45:55,2021-09-22 22:45:55,3900
4869,1581862171,,,2021-09-14 09:34:19,2021-09-14 09:34:19,1481
4870,96096489,,,2021-09-30 20:27:35,2021-09-30 20:27:35,9236
4871,2133182848,,,2021-09-30 12:33:48,2021-09-30 12:33:48,4659
4872,1315989735,,,2021-10-30 01:42:54,2021-10-30 01:42:54,6585
4873,1186097220,,,2021-10-19 16:37:47,2021-10-19 16:37:47,2111
4874,662209798,,,2021-11-11 09:59:19,2021-11-11 09:59:19,209
4875,1438774054,,,2021-10-30 05:31:09,2021-10-30 05:31:09,1299
4876,251784621,,,2021-09-12 18:40:29,2021-09-12 18:40:29,5077
4877,827871453,,,2021-11-03 13:52:48,2021-11-03 13:52:48,1703
4878,96473934,,,2021-11-20 09:42:18,2021-11-20 09:42:18,2408
4879,499217562,,,2021-10-18 20:15:58,2021-10-18 20:15:58,9614
4880,1983636481,,,2021-12-09 02:27:19,2021-12-09 02:27:19,4723
4881,164242771,,,2021-09-10 08:59:30,2021-09-10 08:59:30,5194
4882,1132925202,,,2021-12-08 21:43:50,2021-12-08 21:43:50,9740
4883,2113361242,,,2021-10-13 14:33:52,2021-10-13 14:33:52,6501
4884,1390287393,,,2021-11-27 05:15:24,2021-11-27 05:15:24,8483
4885,983283850,,,2021-09-15 20:23:37,2021-09-15 20:23:37,3794
4886,1294151432,,,2021-09-29 16:58:23,2021-09-29 16:58:23,4433
4887,1773839780,,,2021-09-15 09:42:44,2021-09-15 09:42:44,2900
4888,750584494,,,2021-09-08 23:24:25,2021-09-08 23:24:25,6873
4889,1087327633,,,2021-11-04 02:29:20,2021-11-04 02:29:20,4500
4890,1542837632,,,2021-10-07 14:44:14,2021-10-07 14:44:14,1690
4891,1439272463,,,2021-10-18 00:06:55,2021-10-18 00:06:55,860
4892,276665924,,,2021-09-04 15:36:54,2021-09-04 15:36:54,5116
4893,1786247411,,,2021-10-10 14:04:07,2021-10-10 14:04:07,6582
4894,174443696,,,2021-11-15 19:27:08,2021-11-15 19:27:08,9242
4895,108119509,,,2021-09-14 07:07:26,2021-09-14 07:07:26,4723
4896,1652956258,,,2021-12-05 07:38:31,2021-12-05 07:38:31,8212
4897,396312328,,,2021-11-18 19:04:09,2021-11-18 19:04:09,8635
4898,1184306083,,,2021-10-25 14:03:34,2021-10-25 14:03:34,8776
4899,1414378951,,,2021-09-21 13:21:54,2021-09-21 13:21:54,76
4900,937267327,,,2021-10-22 02:15:32,2021-10-22 02:15:32,4960
4901,93841916,,,2021-10-14 12:27:20,2021-10-14 12:27:20,1546
4902,1632125567,,,2021-12-05 12:23:02,2021-12-05 12:23:02,8048
4903,1253039511,,,2021-10-06 02:25:01,2021-10-06 02:25:01,5427
4904,114021059,,,2021-11-01 15:33:18,2021-11-01 15:33:18,6051
4905,953788305,,,2021-11-22 21:13:35,2021-11-22 21:13:35,6928
4906,1966983380,,,2021-11-02 16:07:28,2021-11-02 16:07:28,3939
4907,1693749123,,,2021-09-29 23:46:48,2021-09-29 23:46:48,8419
4908,2034460421,,,2021-09-06 08:21:34,2021-09-06 08:21:34,8124
4909,1619241263,,,2021-11-17 17:02:18,2021-11-17 17:02:18,8505
4910,792011486,,,2021-09-25 23:33:22,2021-09-25 23:33:22,9473
4911,1300949898,,,2021-12-10 06:45:26,2021-12-10 06:45:26,4893
4912,2044749580,,,2021-10-05 00:25:12,2021-10-05 00:25:12,4053
4913,420071410,,,2021-11-18 14:57:23,2021-11-18 14:57:23,2503
4914,1230285034,,,2021-09-27 07:03:20,2021-09-27 07:03:20,8320
4915,259503220,,,2021-09-13 00:21:01,2021-09-13 00:21:01,9367
4916,1820583109,,,2021-10-29 20:56:31,2021-10-29 20:56:31,5364
4917,524232055,,,2021-09-23 18:13:50,2021-09-23 18:13:50,8963
4918,1689108263,,,2021-09-20 06:26:44,2021-09-20 06:26:44,2896
4919,1353566993,,,2021-09-05 13:48:54,2021-09-05 13:48:54,3765
4920,53510250,,,2021-11-19 01:05:01,2021-11-19 01:05:01,1513
4921,869738765,,,2021-11-08 13:48:09,2021-11-08 13:48:09,2343
4922,463993864,,,2021-11-11 14:54:31,2021-11-11 14:54:31,9156
4923,812195732,,,2021-12-02 16:05:12,2021-12-02 16:05:12,2097
4924,1627580276,,,2021-09-29 10:27:43,2021-09-29 10:27:43,4932
4925,1819527091,,,2021-10-10 01:58:22,2021-10-10 01:58:22,6431
4926,1983765836,,,2021-10-21 01:44:13,2021-10-21 01:44:13,2883
4927,2086851154,,,2021-09-17 15:52:12,2021-09-17 15:52:12,8844
4928,936675302,,,2021-10-23 06:11:22,2021-10-23 06:11:22,926
4929,431676909,,,2021-10-15 09:24:59,2021-10-15 09:24:59,91
4930,243827468,,,2021-09-21 00:03:53,2021-09-21 00:03:53,4881
4931,1658631889,,,2021-09-25 19:49:02,2021-09-25 19:49:02,7838
4932,2010759111,,,2021-09-05 07:48:19,2021-09-05 07:48:19,5403
4933,1801878299,,,2021-10-13 17:25:23,2021-10-13 17:25:23,4157
4934,426660591,,,2021-09-06 16:14:03,2021-09-06 16:14:03,3617
4935,1479681720,,,2021-11-14 01:03:58,2021-11-14 01:03:58,604
4936,1482293794,,,2021-09-27 01:45:37,2021-09-27 01:45:37,8516
4937,1580914371,,,2021-10-06 19:00:55,2021-10-06 19:00:55,3393
4938,87614027,,,2021-10-28 01:43:11,2021-10-28 01:43:11,6577
4939,411448427,,,2021-09-06 20:23:31,2021-09-06 20:23:31,8117
4940,2001543887,,,2021-10-28 08:09:27,2021-10-28 08:09:27,4485
4941,1827383741,,,2021-10-04 12:23:19,2021-10-04 12:23:19,7997
4942,1863819476,,,2021-09-18 10:19:24,2021-09-18 10:19:24,3595
4943,927705334,,,2021-10-03 07:33:43,2021-10-03 07:33:43,1450
4944,182202394,,,2021-11-03 09:22:58,2021-11-03 09:22:58,6360
4945,871126930,,,2021-11-09 22:19:48,2021-11-09 22:19:48,5748
4946,328360064,,,2021-11-13 19:52:55,2021-11-13 19:52:55,1242
4947,1486350910,,,2021-11-30 04:05:57,2021-11-30 04:05:57,1871
4948,216272204,,,2021-10-29 06:50:33,2021-10-29 06:50:33,9718
4949,1649544879,,,2021-09-15 04:56:24,2021-09-15 04:56:24,7565
4950,1540705363,,,2021-11-26 09:26:56,2021-11-26 09:26:56,1581
4951,1038610895,,,2021-10-10 18:17:16,2021-10-10 18:17:16,4998
4952,2128466625,,,2021-11-10 14:18:07,2021-11-10 14:18:07,6022
