mid,time_stamp,from_uid,to_uid,content
43267,2021-09-08 01:17:12,3654,6474,
43268,2021-10-09 17:27:58,9673,2171,
43269,2021-11-27 02:40:32,8324,6004,
43270,2021-10-20 08:49:05,1089,7059,
43271,2021-09-18 12:46:20,5916,5956,
43272,2021-11-13 17:55:14,3104,5169,
43273,2021-09-15 08:31:54,7239,8329,
43274,2021-09-04 01:34:13,119,5095,
43275,2021-11-24 05:48:14,2719,8367,
43276,2021-11-28 12:01:41,8400,4321,
43277,2021-09-11 22:58:40,5251,2039,
43278,2021-11-10 08:01:09,1534,494,
43279,2021-09-17 12:42:41,744,496,
43280,2021-10-17 05:34:45,5483,6889,
43281,2021-11-05 19:24:04,6614,3053,
43282,2021-10-09 05:01:37,8901,3814,
43283,2021-09-09 06:01:46,547,743,
43284,2021-10-01 10:58:41,9964,7927,
43285,2021-10-12 01:54:42,7260,6383,
43286,2021-10-29 22:43:46,5452,9970,
43287,2021-11-28 11:38:02,1225,6782,
43288,2021-09-26 14:37:54,725,7081,
43289,2021-09-23 07:57:11,7490,5173,
43290,2021-12-11 23:00:44,4780,8288,
43291,2021-11-13 17:49:16,2865,533,
43292,2021-10-02 12:05:13,1878,153,
43293,2021-11-20 17:46:35,1021,4956,
43294,2021-09-09 12:15:30,9842,4309,
43295,2021-10-26 00:15:42,427,6528,
43296,2021-12-09 22:17:19,8769,5585,
43297,2021-10-03 15:13:47,3908,5302,
43298,2021-09-13 17:12:25,1401,828,
43299,2021-09-05 08:23:06,5696,2368,
43300,2021-12-03 14:58:20,302,9392,
43301,2021-12-09 12:18:08,5670,4023,
43302,2021-12-09 19:06:28,3580,1034,
43303,2021-12-07 06:52:21,8454,6042,
43304,2021-09-28 22:51:39,9196,8802,
43305,2021-11-26 01:13:56,9100,6626,
43306,2021-09-11 08:27:06,6251,3203,
43307,2021-11-06 03:50:46,2410,250,
43308,2021-11-25 11:11:34,9158,2268,
43309,2021-09-08 00:59:35,6598,4026,
43310,2021-11-25 00:17:02,9477,7365,
43311,2021-11-03 20:41:32,5014,3207,
43312,2021-12-10 09:01:00,4528,9540,
43313,2021-10-04 20:23:40,3880,6167,
43314,2021-11-02 10:09:42,7403,6627,
43315,2021-11-14 08:21:29,8505,5130,
43316,2021-10-06 08:24:16,9835,5971,
43317,2021-09-07 12:54:58,5707,6830,
43318,2021-11-28 18:34:01,1329,3962,
43319,2021-10-02 21:06:11,1447,4074,
43320,2021-11-13 04:07:53,971,6193,
43321,2021-10-09 04:38:09,8880,957,
43322,2021-10-03 18:11:27,3422,341,
43323,2021-12-01 14:23:24,8616,2111,
43324,2021-10-29 02:41:50,7286,6189,
43325,2021-09-08 14:04:46,1901,5940,
43326,2021-10-31 05:20:40,9391,9485,
43327,2021-09-15 15:38:01,7932,4715,
43328,2021-12-02 04:29:35,5179,494,
43329,2021-09-07 00:27:07,3277,9128,
43330,2021-09-10 08:20:47,3872,8632,
43331,2021-09-06 23:15:37,7253,416,
43332,2021-11-30 08:17:41,7657,5604,
43333,2021-10-26 02:08:42,2224,1323,
43334,2021-11-07 07:58:59,1627,2804,
43335,2021-09-30 05:18:26,527,8075,
43336,2021-10-05 21:59:06,5527,697,
43337,2021-10-31 10:07:32,3804,2822,
43338,2021-11-15 20:28:01,9503,9363,
43339,2021-11-05 15:09:07,6709,6658,
43340,2021-11-12 03:50:17,4214,514,
43341,2021-09-27 06:50:53,1405,3036,
43342,2021-11-10 09:45:18,1374,6932,
43343,2021-09-13 06:33:47,6471,138,
43344,2021-09-22 18:10:45,2837,4260,
43345,2021-10-18 20:43:04,8371,9618,
43346,2021-09-30 07:09:51,2553,6443,
43347,2021-09-19 09:56:04,2071,7632,
43348,2021-10-19 00:22:36,9935,7044,
43349,2021-11-13 15:14:40,6091,1281,
43350,2021-09-26 17:37:32,3579,6154,
43351,2021-09-08 18:12:02,1301,1504,
43352,2021-09-15 04:15:50,2008,9550,
43353,2021-09-20 08:18:13,9645,211,
43354,2021-10-21 05:30:16,1055,2247,
43355,2021-10-02 09:49:36,2135,2589,
43356,2021-11-16 19:36:22,7397,8162,
43357,2021-12-04 07:40:10,5412,4437,
43358,2021-10-25 09:19:16,2354,3830,
43359,2021-12-04 09:46:50,3863,7276,
43360,2021-12-08 18:09:57,6489,2547,
43361,2021-11-23 05:26:15,9934,8509,
43362,2021-11-12 08:01:46,1747,2949,
43363,2021-09-16 04:02:29,9421,7353,
43364,2021-09-27 19:32:39,5439,1367,
43365,2021-11-18 20:15:59,1678,707,
43366,2021-10-16 10:51:26,7431,3649,
43367,2021-10-06 01:49:19,2833,9431,
43368,2021-10-10 12:57:42,6423,747,
43369,2021-11-22 20:03:14,9811,6036,
43370,2021-11-06 02:25:38,7658,8989,
43371,2021-10-02 18:56:58,7296,4384,
43372,2021-11-22 03:08:25,1934,6398,
43373,2021-11-27 22:07:24,7392,5530,
43374,2021-10-31 02:58:42,718,6185,
43375,2021-10-04 22:53:03,6107,8944,
43376,2021-09-16 03:23:45,3824,4321,
43377,2021-10-08 13:14:57,2186,4403,
43378,2021-09-21 03:16:10,3935,6184,
43379,2021-11-24 18:19:52,755,8500,
43380,2021-09-26 19:42:25,4710,7664,
43381,2021-09-08 12:47:28,3485,7383,
43382,2021-10-07 10:09:48,9685,1745,
43383,2021-09-04 20:14:25,3749,400,
43384,2021-10-11 19:28:25,7331,1563,
43385,2021-12-12 09:19:41,1225,9748,
43386,2021-11-01 23:46:26,3298,6691,
43387,2021-11-12 23:56:20,6852,2927,
43388,2021-09-28 14:58:35,2818,1330,
43389,2021-09-12 02:21:16,7004,8098,
43390,2021-10-21 09:12:58,5967,1115,
43391,2021-10-15 09:37:28,1524,2563,
43392,2021-11-23 19:17:12,405,8525,
43393,2021-12-01 19:36:12,7044,8434,
43394,2021-09-18 00:59:32,6615,2770,
43395,2021-09-06 11:56:47,2513,6014,
43396,2021-11-22 15:23:27,8728,6472,
43397,2021-09-16 01:31:00,6168,5172,
43398,2021-11-01 17:07:28,724,8603,
43399,2021-12-09 18:49:46,642,1338,
43400,2021-09-19 23:56:46,123,696,
43401,2021-11-11 02:08:04,7329,3052,
43402,2021-11-27 04:24:30,8958,3610,
43403,2021-10-20 02:26:22,8959,7253,
43404,2021-10-21 07:36:49,2901,8251,
43405,2021-11-20 15:11:01,4496,5944,
43406,2021-11-26 07:03:53,2729,1247,
43407,2021-10-26 05:49:39,8617,5345,
43408,2021-11-26 05:26:55,1890,9465,
43409,2021-10-12 12:20:14,4323,7380,
43410,2021-12-11 19:12:53,5520,7715,
43411,2021-10-21 16:47:08,5382,2322,
43412,2021-09-10 07:51:14,2828,878,
43413,2021-11-13 07:43:53,989,1008,
43414,2021-10-31 10:02:55,5478,5879,
43415,2021-09-06 05:27:20,4690,9175,
43416,2021-12-03 09:46:09,736,4088,
43417,2021-09-23 06:31:55,9460,8209,
43418,2021-10-25 06:56:19,3644,5890,
43419,2021-09-19 09:24:06,5923,1900,
43420,2021-11-14 18:14:27,3317,1883,
43421,2021-09-04 23:56:42,5639,7971,
43422,2021-11-01 06:59:17,4011,3315,
43423,2021-09-10 15:44:05,5715,4347,
43424,2021-09-29 21:04:11,2911,4380,
43425,2021-11-07 03:24:04,8914,5534,
43426,2021-11-13 08:58:04,5499,9289,
43427,2021-09-24 20:37:50,561,8458,
43428,2021-10-19 16:47:00,8367,6190,
43429,2021-12-05 10:13:21,9450,1772,
43430,2021-11-29 18:00:47,6267,8346,
43431,2021-11-26 11:16:07,2339,6633,
43432,2021-09-07 23:09:27,7958,3045,
43433,2021-09-09 10:46:46,4033,8222,
43434,2021-10-10 21:16:31,5959,5809,
43435,2021-10-22 06:21:17,6493,422,
43436,2021-09-21 08:12:31,8851,2437,
43437,2021-10-09 06:59:14,4278,9137,
43438,2021-09-09 07:23:43,7628,1448,
43439,2021-09-11 04:48:19,3896,8775,
43440,2021-10-27 07:37:29,3416,4116,
43441,2021-10-05 14:00:57,5033,2547,
43442,2021-10-03 23:17:24,5793,2932,
43443,2021-10-06 07:38:25,9323,4550,
43444,2021-10-04 20:58:49,1841,3625,
43445,2021-11-26 07:43:09,8369,7590,
43446,2021-11-08 09:20:26,280,8777,
43447,2021-11-02 08:17:10,4147,4668,
43448,2021-09-25 05:25:46,4992,8052,
43449,2021-09-26 22:24:00,974,8759,
43450,2021-11-19 12:17:33,5131,7882,
43451,2021-12-12 06:53:26,3094,5320,
43452,2021-09-27 02:43:00,3293,2083,
43453,2021-10-02 16:17:37,8379,1663,
43454,2021-10-06 19:39:26,5451,476,
43455,2021-10-17 02:17:41,6495,3464,
43456,2021-10-26 03:07:38,3145,9574,
43457,2021-11-09 11:45:39,3840,6541,
43458,2021-10-19 14:51:08,7484,8949,
43459,2021-11-20 07:10:44,6036,9931,
43460,2021-10-29 11:40:27,2791,3926,
43461,2021-09-09 06:46:53,3426,8361,
43462,2021-11-16 15:28:23,5192,9478,
43463,2021-09-16 16:42:43,194,7594,
43464,2021-12-11 06:19:58,1789,4837,
43465,2021-10-11 03:28:37,7327,166,
43466,2021-10-02 02:58:19,9026,8562,
43467,2021-10-01 07:13:24,6169,1763,
43468,2021-10-08 04:23:24,9939,6876,
43469,2021-09-06 16:46:48,8226,8928,
43470,2021-09-22 18:57:15,5847,1547,
43471,2021-12-08 09:26:22,5525,6111,
43472,2021-09-28 06:53:16,2583,1769,
43473,2021-09-16 17:22:37,1849,9830,
43474,2021-09-25 10:43:11,9188,5549,
43475,2021-11-16 07:47:16,9792,6296,
43476,2021-10-07 03:08:19,29,4514,
43477,2021-09-25 01:49:51,2243,6895,
43478,2021-10-23 10:13:22,4399,8435,
43479,2021-11-04 00:14:55,4520,68,
43480,2021-11-18 06:38:35,7843,2441,
43481,2021-09-19 07:53:41,8811,5887,
43482,2021-10-22 20:49:36,3174,1954,
43483,2021-09-10 01:30:36,9037,3139,
43484,2021-10-22 05:27:36,5623,6478,
43485,2021-11-13 06:53:08,5036,10,
43486,2021-09-22 13:00:11,8260,4315,
43487,2021-09-22 22:03:33,3485,2260,
43488,2021-11-16 15:09:10,3726,6380,
43489,2021-11-07 16:51:18,3785,8017,
43490,2021-12-03 20:56:24,4147,8641,
43491,2021-11-05 07:53:37,6381,7348,
43492,2021-11-21 14:53:01,1253,9577,
43493,2021-09-12 17:34:17,8429,5116,
43494,2021-09-14 09:07:20,2297,5644,
43495,2021-09-26 02:37:58,4758,7845,
43496,2021-10-03 20:18:10,1477,3943,
43497,2021-10-24 04:38:49,6159,9900,
43498,2021-09-29 14:17:02,5690,2886,
43499,2021-11-07 09:05:02,5509,910,
43500,2021-09-23 16:36:34,2793,7740,
43501,2021-10-08 00:13:22,4667,2814,
43502,2021-09-19 10:38:05,1536,6547,
43503,2021-09-10 13:47:47,7306,262,
43504,2021-12-08 05:19:47,9538,9667,
43505,2021-10-22 15:21:23,1264,927,
43506,2021-10-12 07:38:43,3690,2372,
43507,2021-09-21 09:07:09,7970,5184,
43508,2021-11-16 08:06:28,3454,7174,
43509,2021-12-05 21:22:32,2517,6148,
43510,2021-09-26 04:07:59,274,8596,
43511,2021-12-01 20:32:33,8537,9704,
43512,2021-10-17 01:26:59,3936,4088,
43513,2021-11-01 01:40:52,7051,3382,
43514,2021-12-07 04:35:32,4696,8436,
43515,2021-10-15 03:44:35,3512,1677,
43516,2021-09-17 02:23:36,1127,6152,
43517,2021-10-06 11:05:12,3516,9709,
43518,2021-11-22 02:54:51,7768,5177,
43519,2021-10-07 14:41:05,9224,5276,
43520,2021-10-14 00:54:12,1862,224,
43521,2021-11-30 09:16:51,6318,4353,
43522,2021-09-26 18:59:10,5171,9957,
43523,2021-10-29 07:35:29,3198,1159,
43524,2021-09-07 01:18:47,8681,6919,
43525,2021-11-11 09:11:21,3270,3226,
43526,2021-10-17 18:58:20,9772,4918,
43527,2021-09-26 03:14:02,4381,2941,
43528,2021-12-02 11:29:39,4174,5212,
43529,2021-10-04 08:20:59,6799,4825,
43530,2021-11-28 17:07:51,5652,7126,
43531,2021-10-05 04:00:32,5768,5998,
43532,2021-09-16 14:35:22,5790,3121,
43533,2021-12-01 07:18:59,766,115,
43534,2021-10-22 14:12:44,2129,5934,
43535,2021-11-07 21:40:33,6020,4381,
43536,2021-11-13 01:06:52,1582,9616,
43537,2021-11-14 07:02:29,3323,2170,
43538,2021-10-19 09:34:25,2664,2243,
43539,2021-09-26 05:07:54,5002,8954,
43540,2021-10-03 05:48:21,3900,6346,
43541,2021-10-27 22:16:08,1737,8355,
43542,2021-09-04 21:18:02,3209,9468,
43543,2021-11-04 06:11:26,799,2386,
43544,2021-12-04 07:02:33,7746,1850,
43545,2021-12-08 16:59:35,6879,837,
43546,2021-11-07 05:57:57,6733,8639,
43547,2021-11-11 04:22:13,7071,9349,
43548,2021-10-06 14:44:40,9353,5777,
43549,2021-09-12 00:34:16,8856,3256,
43550,2021-10-26 08:22:29,1935,5901,
43551,2021-11-20 13:38:04,8513,7681,
43552,2021-11-22 20:16:08,431,5626,
43553,2021-10-25 22:38:27,5150,8414,
43554,2021-09-25 17:43:00,9168,8669,
43555,2021-11-26 07:53:35,7076,6669,
43556,2021-10-10 04:46:29,2031,8738,
43557,2021-11-22 06:59:23,3037,3507,
43558,2021-11-14 22:39:11,557,4086,
43559,2021-10-24 23:16:00,357,603,
43560,2021-09-21 07:19:08,2584,9304,
43561,2021-11-05 10:38:32,1177,6364,
43562,2021-11-05 02:24:19,2357,5981,
43563,2021-10-11 11:52:11,5023,7508,
43564,2021-10-14 15:06:05,7915,947,
43565,2021-12-12 03:37:09,7807,4686,
43566,2021-09-07 10:51:51,2386,993,
43567,2021-10-28 07:43:21,470,3489,
43568,2021-11-08 22:02:17,1860,4647,
43569,2021-11-25 16:48:22,1684,8288,
43570,2021-11-17 08:48:40,830,9673,
43571,2021-10-13 20:11:22,5737,496,
43572,2021-09-09 12:16:13,1906,7492,
43573,2021-09-12 22:13:14,7361,5352,
43574,2021-09-13 09:24:39,3717,1129,
43575,2021-11-19 20:32:15,9137,3754,
43576,2021-09-23 10:00:12,9807,3345,
43577,2021-12-07 21:14:16,3418,9135,
43578,2021-10-20 07:51:39,5279,5755,
43579,2021-11-26 10:15:52,4029,761,
43580,2021-11-13 18:10:50,9717,8007,
43581,2021-09-04 16:12:08,3392,3745,
43582,2021-11-11 12:07:04,6403,9363,
43583,2021-09-04 06:48:01,4137,6128,
43584,2021-10-05 18:04:23,2001,1713,
43585,2021-11-10 09:40:04,7981,2175,
43586,2021-11-09 21:24:52,1671,1874,
43587,2021-12-06 14:52:04,5712,9591,
43588,2021-10-05 07:37:14,2108,6785,
43589,2021-12-06 21:17:08,4813,1153,
43590,2021-11-13 06:55:29,8286,9284,
43591,2021-10-05 08:22:31,9778,2571,
43592,2021-12-10 06:51:21,7784,4189,
43593,2021-12-10 21:49:59,4527,5291,
43594,2021-10-28 12:52:14,7566,4485,
43595,2021-09-05 18:19:13,4839,3971,
43596,2021-10-06 07:38:10,3394,8474,
43597,2021-10-05 10:13:41,9915,3707,
43598,2021-12-05 16:10:28,7989,9956,
43599,2021-11-03 19:27:52,5748,1574,
43600,2021-10-12 13:02:35,5644,5303,
43601,2021-10-08 20:27:52,3373,5285,
43602,2021-11-10 22:10:47,5578,2910,
43603,2021-10-05 04:16:27,2446,147,
43604,2021-11-01 01:18:14,1129,6416,
43605,2021-11-04 03:23:03,2347,2457,
43606,2021-10-02 20:42:24,8178,3986,
43607,2021-09-15 03:11:34,9677,7648,
43608,2021-11-20 05:20:17,4406,4664,
43609,2021-11-18 01:09:12,5267,9587,
43610,2021-10-07 19:15:52,7579,8552,
43611,2021-10-11 07:04:59,3286,9675,
43612,2021-09-25 07:41:05,7498,278,
43613,2021-11-15 06:11:57,4220,2172,
43614,2021-10-14 14:45:33,5590,2464,
43615,2021-10-05 01:04:56,882,3361,
43616,2021-09-16 22:01:33,9552,6874,
43617,2021-11-07 14:12:12,7540,7145,
43618,2021-09-06 03:15:34,1034,8956,
43619,2021-09-10 00:15:37,2400,7772,
43620,2021-11-24 11:59:24,6879,9824,
43621,2021-09-16 16:35:27,2432,3902,
43622,2021-11-26 12:23:34,7318,7878,
43623,2021-11-18 04:08:49,5513,5815,
43624,2021-12-02 13:03:36,6435,3566,
43625,2021-11-25 22:51:20,4171,9927,
43626,2021-11-15 23:07:41,7810,2068,
43627,2021-10-12 08:47:11,5923,1366,
43628,2021-09-11 12:18:39,8635,2635,
43629,2021-10-25 12:05:49,8381,7703,
43630,2021-12-11 05:41:45,9267,7448,
43631,2021-10-25 19:02:51,2750,6744,
43632,2021-11-27 14:11:11,8783,9861,
43633,2021-12-03 16:25:58,8289,955,
43634,2021-11-26 04:19:57,2342,2178,
43635,2021-12-10 06:45:54,275,6499,
43636,2021-12-09 09:52:31,4330,1844,
43637,2021-11-08 12:47:29,7910,4497,
43638,2021-09-29 08:00:37,1192,7245,
43639,2021-09-20 14:46:05,7614,3034,
43640,2021-10-01 09:34:50,191,3323,
43641,2021-11-29 23:30:53,4147,2003,
43642,2021-09-20 22:55:54,3621,4145,
43643,2021-09-04 23:23:22,3970,7248,
43644,2021-12-07 18:25:23,9258,8680,
43645,2021-09-08 12:20:44,3945,7954,
43646,2021-10-29 12:44:13,6378,5760,
43647,2021-11-23 14:38:24,8493,9592,
43648,2021-11-26 01:17:59,4990,7454,
43649,2021-10-10 23:32:11,8380,2658,
43650,2021-09-14 00:17:09,8788,3075,
43651,2021-09-21 13:10:48,3396,2209,
43652,2021-09-19 00:31:04,7715,6059,
43653,2021-09-17 22:11:27,2029,2714,
43654,2021-10-24 06:14:43,8019,3716,
43655,2021-10-14 05:19:35,8547,1622,
43656,2021-11-20 19:00:27,8763,8189,
43657,2021-11-14 14:17:10,3261,4383,
43658,2021-10-28 22:47:26,4035,5322,
43659,2021-11-11 02:09:43,6271,7102,
43660,2021-09-12 21:19:32,9079,9455,
43661,2021-10-09 00:44:44,3009,2577,
43662,2021-10-28 10:58:31,6678,9269,
43663,2021-09-29 04:24:00,6429,3631,
43664,2021-12-05 18:06:58,9429,4318,
43665,2021-09-18 04:52:24,1585,4666,
43666,2021-11-23 04:57:54,1007,7207,
43667,2021-10-11 16:32:49,9421,6350,
43668,2021-09-29 10:18:23,1301,5279,
43669,2021-11-03 02:46:22,5436,3492,
43670,2021-10-04 22:44:35,648,9697,
43671,2021-10-06 01:47:10,4741,2630,
43672,2021-10-03 04:27:40,5544,8836,
43673,2021-09-21 10:01:08,2346,7990,
43674,2021-10-09 00:38:41,8045,5722,
43675,2021-09-22 19:49:56,8591,1848,
43676,2021-12-03 17:50:58,4168,8466,
43677,2021-10-26 17:45:34,8740,9004,
43678,2021-10-21 05:27:43,7895,2698,
43679,2021-12-10 06:48:57,9399,2910,
43680,2021-10-16 18:57:38,4079,8727,
43681,2021-11-28 01:15:58,1928,6660,
43682,2021-09-21 16:00:29,6100,9339,
43683,2021-11-30 17:59:07,3553,7563,
43684,2021-10-25 01:13:20,1333,4859,
43685,2021-09-14 22:09:36,6506,2088,
43686,2021-12-10 08:40:09,9626,9222,
43687,2021-10-09 14:15:55,634,6388,
43688,2021-10-27 00:21:19,7703,3731,
43689,2021-09-07 09:19:03,6356,6895,
43690,2021-10-20 04:11:25,273,7734,
43691,2021-10-27 20:36:14,9394,3905,
43692,2021-12-03 02:14:32,1601,4563,
43693,2021-09-19 15:52:14,8810,5269,
43694,2021-11-25 20:51:08,8349,5711,
43695,2021-11-01 23:25:28,5217,5736,
43696,2021-11-18 18:00:08,8793,4452,
43697,2021-11-28 20:12:55,1101,7210,
43698,2021-09-07 13:41:18,9226,9347,
43699,2021-10-09 06:15:28,6921,2478,
43700,2021-10-30 07:14:45,4726,7545,
43701,2021-11-26 03:18:13,6411,4007,
43702,2021-10-06 11:12:30,2642,9367,
43703,2021-10-29 15:24:50,47,4243,
43704,2021-10-10 02:35:43,4439,9102,
43705,2021-09-21 00:11:36,9251,8196,
43706,2021-09-16 02:22:34,9790,4245,
43707,2021-09-24 15:47:20,2820,1495,
43708,2021-10-18 06:43:27,8275,6237,
43710,2021-11-16 23:41:20,576,6197,
43711,2021-12-06 18:23:37,6180,223,
43712,2021-10-08 14:51:17,4153,6842,
43713,2021-10-02 15:07:41,7098,4675,
43714,2021-10-23 03:34:44,4645,3725,
43715,2021-11-15 23:26:57,614,1159,
43716,2021-10-01 02:53:49,7416,7132,
43717,2021-11-20 22:03:52,8961,5649,
43718,2021-11-02 23:40:23,5260,3436,
43719,2021-10-20 13:14:02,1984,7956,
43720,2021-10-23 09:38:56,3056,8899,
43721,2021-10-08 21:52:37,1333,2016,
43722,2021-10-06 15:52:01,7165,4853,
43723,2021-10-30 17:14:03,2255,4821,
43724,2021-09-13 15:21:11,8658,9411,
43725,2021-11-08 10:20:46,162,5010,
43726,2021-10-09 10:17:16,6849,2522,
43727,2021-10-15 05:51:44,7427,8323,
43728,2021-11-04 17:23:08,8196,4759,
43729,2021-10-10 20:00:52,9160,9419,
43730,2021-11-19 04:27:40,779,4510,
43731,2021-10-05 23:23:12,9196,2769,
43732,2021-10-20 22:34:44,4843,9723,
43733,2021-12-05 09:35:56,9766,7241,
43734,2021-11-03 15:57:03,6737,2514,
43735,2021-10-19 06:07:52,8128,6457,
43736,2021-09-12 15:24:45,6127,1479,
43737,2021-11-06 13:56:30,9114,3519,
43738,2021-09-29 00:55:30,183,8241,
43739,2021-09-15 13:42:42,3064,5891,
43740,2021-09-30 17:17:21,3804,7483,
43741,2021-11-12 16:25:23,1675,6330,
43742,2021-12-03 06:13:58,3145,7309,
43743,2021-10-05 06:46:35,8063,4305,
43744,2021-10-27 04:26:09,5138,7270,
43745,2021-10-25 04:40:05,3771,5935,
43746,2021-10-29 03:38:14,4924,9671,
43747,2021-12-02 01:41:04,4482,1745,
43748,2021-11-06 23:25:47,1337,2059,
43749,2021-11-03 14:37:58,6363,716,
43750,2021-10-24 20:24:16,342,598,
43751,2021-10-07 06:31:41,7901,2058,
43752,2021-11-28 00:03:16,7592,9719,
43753,2021-10-29 22:16:25,4132,5057,
43754,2021-10-18 01:51:18,2727,36,
43755,2021-10-18 12:07:28,4740,4717,
43756,2021-09-18 04:33:16,5435,7695,
43757,2021-09-29 08:53:51,3952,2581,
43758,2021-10-18 19:11:02,5501,9342,
43759,2021-10-12 08:56:55,1815,8803,
43760,2021-10-11 02:05:23,524,3325,
43761,2021-10-23 23:35:45,2847,9844,
43762,2021-11-19 07:33:49,3041,7388,
43763,2021-10-21 23:52:20,6772,75,
43764,2021-11-09 01:41:29,7051,1602,
43765,2021-10-23 00:30:57,4995,3926,
43766,2021-12-05 01:16:45,1511,5836,
43767,2021-11-22 03:12:55,9969,9139,
43768,2021-11-01 09:41:35,4939,9972,
43769,2021-11-07 17:51:47,3196,9543,
43770,2021-09-25 21:09:08,2261,2739,
43771,2021-12-04 03:26:28,4873,9655,
43772,2021-09-22 17:34:48,5438,2702,
43773,2021-11-10 18:26:05,5123,8367,
43774,2021-12-05 16:32:41,484,4582,
43775,2021-09-04 03:31:02,8358,1286,
43776,2021-09-14 19:28:13,2490,9477,
43777,2021-12-04 16:41:46,851,9040,
43778,2021-10-25 23:58:18,4396,1451,
43779,2021-11-08 04:24:24,2589,3672,
43780,2021-10-27 14:28:47,1514,6861,
43781,2021-12-01 17:40:03,8452,9191,
43782,2021-10-20 07:53:48,5353,221,
43783,2021-10-29 16:03:47,8852,6433,
43784,2021-09-24 20:09:15,4031,1665,
43785,2021-11-09 15:54:23,1712,4772,
43786,2021-11-15 03:30:16,7693,4069,
43787,2021-09-11 07:42:06,6762,3235,
43788,2021-10-30 17:02:46,8563,4287,
43789,2021-09-25 09:36:57,1449,4249,
43790,2021-11-02 15:19:23,841,7239,
43791,2021-11-29 03:23:08,7730,6466,
43792,2021-11-24 23:04:59,1464,6399,
43793,2021-09-06 11:05:02,3558,5336,
43794,2021-09-11 17:26:16,8854,5593,
43795,2021-10-23 04:08:56,8966,5616,
43796,2021-09-21 20:58:50,7159,7099,
43797,2021-12-03 03:16:24,5,7256,
43798,2021-11-01 00:26:38,7599,964,
43799,2021-09-27 12:06:53,8016,2238,
43800,2021-12-03 03:14:07,8355,5964,
43801,2021-11-15 04:17:33,111,8891,
43802,2021-09-14 03:48:53,2779,9817,
43803,2021-11-06 04:53:03,9365,3714,
43804,2021-11-20 23:49:44,5762,7463,
43805,2021-11-29 08:28:23,6843,4410,
43806,2021-11-04 02:39:49,1221,3788,
43807,2021-12-03 03:22:46,954,3269,
43808,2021-10-10 15:48:57,2069,6302,
43809,2021-11-17 11:53:00,6571,7358,
43810,2021-12-05 13:34:25,7603,1400,
43811,2021-12-11 09:12:52,7661,8799,
43812,2021-10-01 09:52:32,5110,1126,
43813,2021-11-01 08:05:10,6496,9582,
43814,2021-11-15 03:24:21,4213,9365,
43815,2021-11-21 16:57:31,1530,3538,
43816,2021-10-10 17:18:13,5268,7801,
43817,2021-10-13 06:14:46,3881,8184,
43818,2021-12-09 00:09:23,4169,9948,
43819,2021-10-24 15:42:00,4272,7165,
43820,2021-11-28 17:47:04,828,3728,
43821,2021-09-29 09:47:21,2075,7178,
43822,2021-11-27 12:37:35,8485,2275,
43823,2021-10-22 04:40:25,605,4583,
43824,2021-10-13 10:26:15,2300,2110,
43825,2021-11-16 16:41:26,1478,1428,
43826,2021-10-24 18:36:02,5147,2622,
43827,2021-11-19 18:32:23,2032,2360,
43828,2021-10-23 23:18:20,5250,8039,
43829,2021-10-26 01:55:06,5440,1081,
43830,2021-09-07 13:48:39,8475,6346,
43831,2021-11-20 11:15:42,9406,6057,
43832,2021-11-19 15:33:04,381,9800,
43833,2021-11-15 15:38:47,8473,5271,
43834,2021-10-21 02:02:57,9358,8310,
43835,2021-10-03 20:53:07,4601,1617,
43836,2021-12-04 16:47:51,8685,8713,
43837,2021-09-04 15:38:00,1646,3923,
43838,2021-11-07 13:55:03,741,258,
43839,2021-09-26 11:50:01,202,1751,
43840,2021-09-09 11:14:29,3091,5686,
43841,2021-11-17 04:59:39,4646,903,
43842,2021-11-05 17:59:24,5945,9353,
43843,2021-10-16 03:44:20,4699,6429,
43844,2021-10-15 05:51:10,53,8349,
43845,2021-09-30 09:05:02,4234,119,
43846,2021-10-30 10:08:17,9196,8217,
43847,2021-10-22 23:49:26,3439,4251,
43848,2021-10-14 03:29:36,2500,2956,
43849,2021-10-11 14:07:09,9841,5685,
43850,2021-10-02 04:00:51,7160,48,
43851,2021-11-07 16:39:42,2827,6093,
43852,2021-11-11 16:52:04,5447,5712,
43853,2021-12-09 21:15:17,5765,9991,
43854,2021-09-30 15:59:46,7550,9116,
43855,2021-09-25 18:30:10,5163,5873,
43856,2021-12-09 15:00:03,3196,4182,
43857,2021-11-04 14:13:24,7888,2727,
43858,2021-09-06 15:56:10,2904,7385,
43859,2021-09-21 00:19:08,492,2821,
43860,2021-11-23 16:42:13,8957,7683,
43861,2021-11-19 06:24:50,5921,8713,
43862,2021-10-07 04:30:16,3832,3200,
43863,2021-09-08 06:11:12,9717,1501,
43864,2021-10-11 12:23:06,400,2045,
43865,2021-10-28 06:16:38,5875,7641,
43866,2021-11-08 16:44:50,4283,2065,
43867,2021-11-16 01:33:23,1111,6244,
43868,2021-12-07 17:54:00,8897,387,
43869,2021-11-07 16:05:59,7535,2545,
43870,2021-10-25 01:01:17,2211,7736,
43871,2021-11-12 16:42:27,9505,8657,
43872,2021-12-12 01:58:24,4163,5272,
43873,2021-09-11 15:54:03,8373,3492,
43874,2021-11-02 08:10:54,4140,7335,
43875,2021-10-28 22:30:35,3922,2594,
43876,2021-11-07 07:03:48,7350,6947,
43877,2021-09-09 20:15:36,1212,9667,
43878,2021-10-12 04:57:29,1217,3615,
43879,2021-09-19 23:12:33,2866,1509,
